Steps,_id,Player,CPU,Result
87,6112f8803152bfcf243c9d2a,scissors,rock,-1
88,6112f8803152bfcf243c9d2b,scissors,scissors,0
89,6112f8803152bfcf243c9d2c,scissors,scissors,0
90,6112f8803152bfcf243c9d2d,paper,rock,1
91,6112f8803152bfcf243c9d2e,scissors,paper,1
92,6112f8803152bfcf243c9d2f,rock,rock,0
93,6112f8803152bfcf243c9d30,paper,paper,0
94,6112f8803152bfcf243c9d31,rock,paper,-1
95,6112f8803152bfcf243c9d32,scissors,scissors,0
96,6112f8803152bfcf243c9d33,scissors,scissors,0
97,6112f8803152bfcf243c9d34,scissors,paper,1
98,6112f8803152bfcf243c9d35,paper,paper,0
99,6112f8803152bfcf243c9d36,scissors,rock,-1
100,6112f8803152bfcf243c9d37,paper,rock,1
101,6112f8803152bfcf243c9d38,paper,rock,1
102,6112f8803152bfcf243c9d39,rock,rock,0
103,6112f8803152bfcf243c9d3a,rock,scissors,1
104,6112f8803152bfcf243c9d3b,scissors,scissors,0
105,6112f8803152bfcf243c9d3c,rock,scissors,1
106,6112f8803152bfcf243c9d3d,paper,scissors,-1
107,6112f8803152bfcf243c9d3e,scissors,rock,-1
108,6112f8803152bfcf243c9d3f,rock,scissors,1
109,6112f8803152bfcf243c9d40,rock,paper,-1
110,6112f8803152bfcf243c9d41,paper,scissors,-1
111,6112f8803152bfcf243c9d42,rock,rock,0
112,6112f8803152bfcf243c9d43,paper,rock,1
113,6112f8803152bfcf243c9d44,rock,rock,0
114,6112f8803152bfcf243c9d45,paper,scissors,-1
115,6112f8803152bfcf243c9d46,scissors,scissors,0
116,6112f8803152bfcf243c9d47,rock,paper,-1
117,6112f8803152bfcf243c9d48,paper,rock,1
118,6112f8803152bfcf243c9d49,paper,rock,1
119,6112f8803152bfcf243c9d4a,scissors,scissors,0
120,6112f8803152bfcf243c9d4b,rock,paper,-1
121,6112f8803152bfcf243c9d4c,scissors,paper,1
122,6112f8803152bfcf243c9d4d,rock,rock,0
123,6112f8803152bfcf243c9d4e,paper,scissors,-1
124,6112f8803152bfcf243c9d4f,paper,paper,0
125,6112f8803152bfcf243c9d50,scissors,scissors,0
126,6112f8803152bfcf243c9d51,rock,paper,-1
127,6112f8803152bfcf243c9d52,rock,paper,-1
128,6112f8803152bfcf243c9d53,paper,rock,1
129,6112f8803152bfcf243c9d54,scissors,rock,-1
130,6112f8803152bfcf243c9d55,rock,scissors,1
131,6112f8803152bfcf243c9d56,rock,scissors,1
132,6112f8803152bfcf243c9d57,paper,scissors,-1
133,6112f8803152bfcf243c9d58,scissors,paper,1
134,6112f8803152bfcf243c9d59,rock,paper,-1
135,6112f8803152bfcf243c9d5a,scissors,rock,-1
136,6112f8803152bfcf243c9d5b,paper,rock,1
137,6112f8803152bfcf243c9d5c,scissors,scissors,0
138,6112f8803152bfcf243c9d5d,scissors,rock,-1
139,6112f8803152bfcf243c9d5e,scissors,paper,1
140,6112f8803152bfcf243c9d5f,scissors,scissors,0
141,6112f8803152bfcf243c9d60,scissors,rock,-1
142,6112f8803152bfcf243c9d61,scissors,scissors,0
143,6112f8803152bfcf243c9d62,paper,rock,1
144,6112f8803152bfcf243c9d63,scissors,paper,1
145,6112f8803152bfcf243c9d64,paper,scissors,-1
146,6112f8803152bfcf243c9d65,paper,scissors,-1
147,6112f8803152bfcf243c9d66,paper,rock,1
148,6112f8803152bfcf243c9d67,scissors,rock,-1
149,6112f8803152bfcf243c9d68,scissors,paper,1
150,6112f8803152bfcf243c9d69,scissors,paper,1
151,6112f8803152bfcf243c9d6a,paper,scissors,-1
152,6112f8803152bfcf243c9d6b,scissors,rock,-1
153,6112f8803152bfcf243c9d6c,scissors,scissors,0
154,6112f8803152bfcf243c9d6d,rock,rock,0
155,6112f8803152bfcf243c9d6e,scissors,paper,1
156,6112f8803152bfcf243c9d6f,scissors,paper,1
157,6112f8803152bfcf243c9d70,paper,paper,0
158,6112f8803152bfcf243c9d71,paper,scissors,-1
159,6112f8803152bfcf243c9d72,scissors,scissors,0
160,6112f8803152bfcf243c9d73,rock,scissors,1
161,6112f8803152bfcf243c9d74,paper,paper,0
162,6112f8803152bfcf243c9d75,scissors,rock,-1
163,6112f8803152bfcf243c9d76,rock,rock,0
164,6112f8803152bfcf243c9d77,paper,scissors,-1
165,6112f8803152bfcf243c9d78,rock,scissors,1
166,6112f8803152bfcf243c9d79,rock,rock,0
167,6112f8803152bfcf243c9d7a,rock,paper,-1
168,6112f8803152bfcf243c9d7b,scissors,scissors,0
169,6112f8803152bfcf243c9d7c,rock,rock,0
170,6112f8803152bfcf243c9d7d,rock,scissors,1
171,6112f8803152bfcf243c9d7e,paper,scissors,-1
172,6112f8803152bfcf243c9d7f,scissors,scissors,0
173,6112f8803152bfcf243c9d80,paper,rock,1
174,6112f8803152bfcf243c9d81,rock,scissors,1
175,6112f8803152bfcf243c9d82,rock,paper,-1
176,6112f8803152bfcf243c9d83,scissors,paper,1
177,6112f8803152bfcf243c9d84,paper,rock,1
178,6112f8803152bfcf243c9d85,scissors,paper,1
179,6112f8803152bfcf243c9d86,paper,paper,0
180,6112f8803152bfcf243c9d87,paper,rock,1
181,6112f8803152bfcf243c9d88,scissors,scissors,0
182,6112f8803152bfcf243c9d89,paper,scissors,-1
183,6112f8803152bfcf243c9d8a,paper,paper,0
184,6112f8803152bfcf243c9d8b,rock,rock,0
185,6112f8803152bfcf243c9d8c,rock,scissors,1
186,6112f8803152bfcf243c9d8d,scissors,rock,-1
187,6112f8803152bfcf243c9d8e,paper,rock,1
188,6112f8803152bfcf243c9d8f,scissors,scissors,0
189,6112f8803152bfcf243c9d90,scissors,rock,-1
190,6112f8803152bfcf243c9d91,rock,scissors,1
191,6112f8803152bfcf243c9d92,paper,paper,0
192,6112f8803152bfcf243c9d93,rock,scissors,1
193,6112f8803152bfcf243c9d94,scissors,rock,-1
194,6112f8803152bfcf243c9d95,paper,paper,0
195,6112f8803152bfcf243c9d96,paper,scissors,-1
196,6112f8803152bfcf243c9d97,rock,scissors,1
197,6112f8803152bfcf243c9d98,rock,rock,0
198,6112f8803152bfcf243c9d99,scissors,scissors,0
199,6112f8803152bfcf243c9d9a,scissors,paper,1
200,6112f8803152bfcf243c9d9b,rock,paper,-1
201,6112f8803152bfcf243c9d9c,rock,scissors,1
202,6112f8803152bfcf243c9d9d,scissors,scissors,0
203,6112f8803152bfcf243c9d9e,rock,rock,0
204,6112f8803152bfcf243c9d9f,paper,scissors,-1
205,6112f8803152bfcf243c9da0,scissors,rock,-1
206,6112f8803152bfcf243c9da1,scissors,paper,1
207,6112f8803152bfcf243c9da2,scissors,paper,1
208,6112f8803152bfcf243c9da3,paper,scissors,-1
209,6112f8803152bfcf243c9da4,paper,scissors,-1
210,6112f8803152bfcf243c9da5,paper,paper,0
211,6112f8803152bfcf243c9da6,paper,scissors,-1
212,6112f8803152bfcf243c9da7,rock,paper,-1
213,6112f8803152bfcf243c9da8,scissors,rock,-1
214,6112f8803152bfcf243c9da9,paper,paper,0
215,6112f8803152bfcf243c9daa,paper,paper,0
216,6112f8803152bfcf243c9dab,rock,paper,-1
217,6112f8803152bfcf243c9dac,scissors,rock,-1
218,6112f8803152bfcf243c9dad,rock,rock,0
219,6112f8803152bfcf243c9dae,rock,rock,0
220,6112f8803152bfcf243c9daf,paper,scissors,-1
221,6112f8803152bfcf243c9db0,paper,paper,0
222,6112f8803152bfcf243c9db1,paper,scissors,-1
223,6112f8803152bfcf243c9db2,scissors,rock,-1
224,6112f8803152bfcf243c9db3,scissors,paper,1
225,6112f8803152bfcf243c9db4,paper,paper,0
226,6112f8803152bfcf243c9db5,rock,rock,0
227,6112f8803152bfcf243c9db6,paper,paper,0
228,6112f8803152bfcf243c9db7,scissors,scissors,0
229,6112f8803152bfcf243c9db8,rock,paper,-1
230,6112f8803152bfcf243c9db9,paper,scissors,-1
231,6112f8803152bfcf243c9dba,paper,scissors,-1
232,6112f8803152bfcf243c9dbb,scissors,scissors,0
233,6112f8803152bfcf243c9dbc,paper,paper,0
234,6112f8803152bfcf243c9dbd,rock,rock,0
235,6112f8803152bfcf243c9dbe,paper,scissors,-1
236,6112f8803152bfcf243c9dbf,scissors,paper,1
237,6112f8803152bfcf243c9dc0,paper,rock,1
238,6112f8803152bfcf243c9dc1,rock,paper,-1
239,6112f8803152bfcf243c9dc2,scissors,rock,-1
240,6112f8803152bfcf243c9dc3,scissors,paper,1
241,6112f8803152bfcf243c9dc4,rock,paper,-1
242,6112f8803152bfcf243c9dc5,rock,rock,0
243,6112f8803152bfcf243c9dc6,scissors,scissors,0
244,6112f8803152bfcf243c9dc7,rock,scissors,1
245,6112f8803152bfcf243c9dc8,scissors,paper,1
246,6112f8803152bfcf243c9dc9,rock,rock,0
247,6112f8803152bfcf243c9dca,scissors,paper,1
248,6112f8803152bfcf243c9dcb,paper,scissors,-1
249,6112f8803152bfcf243c9dcc,paper,rock,1
250,6112f8803152bfcf243c9dcd,rock,paper,-1
251,6112f8803152bfcf243c9dce,scissors,paper,1
252,6112f8803152bfcf243c9dcf,paper,scissors,-1
253,6112f8813152bfcf243c9dd0,paper,scissors,-1
254,6112f8813152bfcf243c9dd1,paper,scissors,-1
255,6112f8813152bfcf243c9dd2,rock,rock,0
256,6112f8813152bfcf243c9dd3,rock,paper,-1
257,6112f8813152bfcf243c9dd4,scissors,scissors,0
258,6112f8813152bfcf243c9dd5,rock,scissors,1
259,6112f8813152bfcf243c9dd6,paper,rock,1
260,6112f8813152bfcf243c9dd7,rock,paper,-1
261,6112f8813152bfcf243c9dd8,paper,scissors,-1
262,6112f8813152bfcf243c9dd9,paper,paper,0
263,6112f8813152bfcf243c9dda,rock,scissors,1
264,6112f8813152bfcf243c9ddb,rock,scissors,1
265,6112f8813152bfcf243c9ddc,rock,scissors,1
266,6112f8813152bfcf243c9ddd,scissors,scissors,0
267,6112f8813152bfcf243c9dde,scissors,scissors,0
268,6112f8813152bfcf243c9ddf,rock,scissors,1
269,6112f8813152bfcf243c9de0,scissors,rock,-1
270,6112f8813152bfcf243c9de1,paper,scissors,-1
271,6112f8813152bfcf243c9de2,rock,scissors,1
272,6112f8813152bfcf243c9de3,paper,rock,1
273,6112f8813152bfcf243c9de4,scissors,paper,1
274,6112f8813152bfcf243c9de5,rock,rock,0
275,6112f8813152bfcf243c9de6,paper,scissors,-1
276,6112f8813152bfcf243c9de7,rock,rock,0
277,6112f8813152bfcf243c9de8,scissors,rock,-1
278,6112f8813152bfcf243c9de9,rock,scissors,1
279,6112f8813152bfcf243c9dea,rock,rock,0
280,6112f8813152bfcf243c9deb,rock,paper,-1
281,6112f8813152bfcf243c9dec,rock,scissors,1
282,6112f8813152bfcf243c9ded,rock,paper,-1
283,6112f8813152bfcf243c9dee,paper,rock,1
284,6112f8813152bfcf243c9def,paper,scissors,-1
285,6112f8813152bfcf243c9df0,rock,scissors,1
286,6112f8813152bfcf243c9df1,rock,scissors,1
287,6112f8813152bfcf243c9df2,rock,scissors,1
288,6112f8813152bfcf243c9df3,rock,rock,0
289,6112f8813152bfcf243c9df4,scissors,scissors,0
290,6112f8813152bfcf243c9df5,scissors,rock,-1
291,6112f8813152bfcf243c9df6,scissors,rock,-1
292,6112f8813152bfcf243c9df7,scissors,paper,1
293,6112f8813152bfcf243c9df8,rock,scissors,1
294,6112f8813152bfcf243c9df9,scissors,paper,1
295,6112f8813152bfcf243c9dfa,rock,scissors,1
296,6112f8813152bfcf243c9dfb,rock,paper,-1
297,6112f8813152bfcf243c9dfc,rock,scissors,1
298,6112f8813152bfcf243c9dfd,rock,paper,-1
299,6112f8813152bfcf243c9dfe,rock,rock,0
300,6112f8813152bfcf243c9dff,rock,paper,-1
301,6112f8813152bfcf243c9e00,scissors,scissors,0
302,6112f8813152bfcf243c9e01,paper,rock,1
303,6112f8813152bfcf243c9e02,scissors,rock,-1
304,6112f8813152bfcf243c9e03,paper,paper,0
305,6112f8813152bfcf243c9e04,scissors,paper,1
306,6112f8813152bfcf243c9e05,rock,paper,-1
307,6112f8813152bfcf243c9e06,paper,scissors,-1
308,6112f8813152bfcf243c9e07,paper,rock,1
309,6112f8813152bfcf243c9e08,scissors,scissors,0
310,6112f8813152bfcf243c9e09,paper,rock,1
311,6112f8813152bfcf243c9e0a,paper,rock,1
312,6112f8813152bfcf243c9e0b,scissors,scissors,0
313,6112f8813152bfcf243c9e0c,scissors,rock,-1
314,6112f8813152bfcf243c9e0d,rock,scissors,1
315,6112f8813152bfcf243c9e0e,rock,scissors,1
316,6112f8813152bfcf243c9e0f,scissors,paper,1
317,6112f8813152bfcf243c9e10,paper,scissors,-1
318,6112f8813152bfcf243c9e11,scissors,rock,-1
319,6112f8813152bfcf243c9e12,paper,rock,1
320,6112f8813152bfcf243c9e13,rock,rock,0
321,6112f8813152bfcf243c9e14,paper,rock,1
322,6112f8813152bfcf243c9e15,scissors,rock,-1
323,6112f8813152bfcf243c9e16,rock,rock,0
324,6112f8813152bfcf243c9e17,rock,paper,-1
325,6112f8813152bfcf243c9e18,scissors,paper,1
326,6112f8813152bfcf243c9e19,rock,paper,-1
327,6112f8813152bfcf243c9e1a,scissors,rock,-1
328,6112f8813152bfcf243c9e1b,paper,rock,1
329,6112f8813152bfcf243c9e1c,scissors,rock,-1
330,6112f8813152bfcf243c9e1d,scissors,rock,-1
331,6112f8813152bfcf243c9e1e,paper,paper,0
332,6112f8813152bfcf243c9e1f,paper,rock,1
333,6112f8813152bfcf243c9e20,paper,paper,0
334,6112f8813152bfcf243c9e21,rock,rock,0
335,6112f8813152bfcf243c9e22,paper,rock,1
336,6112f8813152bfcf243c9e23,rock,paper,-1
337,6112f8813152bfcf243c9e24,rock,paper,-1
338,6112f8813152bfcf243c9e25,scissors,rock,-1
339,6112f8813152bfcf243c9e26,rock,scissors,1
340,6112f8813152bfcf243c9e27,rock,rock,0
341,6112f8813152bfcf243c9e28,paper,scissors,-1
342,6112f8813152bfcf243c9e29,scissors,rock,-1
343,6112f8813152bfcf243c9e2a,rock,scissors,1
344,6112f8813152bfcf243c9e2b,rock,paper,-1
345,6112f8813152bfcf243c9e2c,paper,rock,1
346,6112f8813152bfcf243c9e2d,paper,rock,1
347,6112f8813152bfcf243c9e2e,paper,scissors,-1
348,6112f8813152bfcf243c9e2f,rock,rock,0
349,6112f8813152bfcf243c9e30,rock,paper,-1
350,6112f8813152bfcf243c9e31,scissors,scissors,0
351,6112f8813152bfcf243c9e32,rock,rock,0
352,6112f8813152bfcf243c9e33,paper,scissors,-1
353,6112f8813152bfcf243c9e34,rock,rock,0
354,6112f8813152bfcf243c9e35,paper,scissors,-1
355,6112f8813152bfcf243c9e36,rock,scissors,1
356,6112f8813152bfcf243c9e37,paper,paper,0
357,6112f8813152bfcf243c9e38,rock,scissors,1
358,6112f8813152bfcf243c9e39,rock,scissors,1
359,6112f8813152bfcf243c9e3a,scissors,rock,-1
360,6112f8813152bfcf243c9e3b,scissors,paper,1
361,6112f8813152bfcf243c9e3c,rock,rock,0
362,6112f8813152bfcf243c9e3d,scissors,rock,-1
363,6112f8813152bfcf243c9e3e,rock,rock,0
364,6112f8813152bfcf243c9e3f,scissors,paper,1
365,6112f8813152bfcf243c9e40,paper,paper,0
366,6112f8813152bfcf243c9e41,scissors,scissors,0
367,6112f8813152bfcf243c9e42,paper,scissors,-1
368,6112f8813152bfcf243c9e43,paper,scissors,-1
369,6112f8813152bfcf243c9e44,rock,rock,0
370,6112f8813152bfcf243c9e45,paper,scissors,-1
371,6112f8813152bfcf243c9e46,rock,scissors,1
372,6112f8813152bfcf243c9e47,paper,rock,1
373,6112f8813152bfcf243c9e48,scissors,rock,-1
374,6112f8813152bfcf243c9e49,rock,scissors,1
375,6112f8813152bfcf243c9e4a,paper,scissors,-1
376,6112f8813152bfcf243c9e4b,rock,rock,0
377,6112f8813152bfcf243c9e4c,scissors,scissors,0
378,6112f8813152bfcf243c9e4d,rock,paper,-1
379,6112f8813152bfcf243c9e4e,paper,scissors,-1
380,6112f8813152bfcf243c9e4f,rock,paper,-1
381,6112f8813152bfcf243c9e50,paper,rock,1
382,6112f8813152bfcf243c9e51,scissors,scissors,0
383,6112f8813152bfcf243c9e52,rock,paper,-1
384,6112f8813152bfcf243c9e53,paper,rock,1
385,6112f8813152bfcf243c9e54,rock,scissors,1
386,6112f8813152bfcf243c9e55,scissors,rock,-1
387,6112f8813152bfcf243c9e56,scissors,rock,-1
388,6112f8813152bfcf243c9e57,rock,paper,-1
389,6112f8813152bfcf243c9e58,rock,rock,0
390,6112f8813152bfcf243c9e59,rock,rock,0
391,6112f8813152bfcf243c9e5a,scissors,paper,1
392,6112f8813152bfcf243c9e5b,rock,rock,0
393,6112f8813152bfcf243c9e5c,rock,rock,0
394,6112f8813152bfcf243c9e5d,paper,paper,0
395,6112f8813152bfcf243c9e5e,paper,paper,0
396,6112f8813152bfcf243c9e5f,paper,rock,1
397,6112f8813152bfcf243c9e60,scissors,rock,-1
398,6112f8813152bfcf243c9e61,scissors,rock,-1
399,6112f8813152bfcf243c9e62,scissors,paper,1
400,6112f8813152bfcf243c9e63,paper,rock,1
401,6112f8813152bfcf243c9e64,rock,rock,0
402,6112f8813152bfcf243c9e65,scissors,rock,-1
403,6112f8813152bfcf243c9e66,rock,paper,-1
404,6112f8813152bfcf243c9e67,rock,rock,0
405,6112f8813152bfcf243c9e68,paper,scissors,-1
406,6112f8813152bfcf243c9e69,scissors,rock,-1
407,6112f8813152bfcf243c9e6a,scissors,scissors,0
408,6112f8813152bfcf243c9e6b,scissors,scissors,0
409,6112f8813152bfcf243c9e6c,scissors,rock,-1
410,6112f8813152bfcf243c9e6d,scissors,paper,1
411,6112f8813152bfcf243c9e6e,paper,rock,1
412,6112f8813152bfcf243c9e6f,rock,rock,0
413,6112f8813152bfcf243c9e70,paper,scissors,-1
414,6112f8813152bfcf243c9e71,paper,scissors,-1
415,6112f8813152bfcf243c9e72,paper,rock,1
416,6112f8813152bfcf243c9e73,scissors,scissors,0
417,6112f8813152bfcf243c9e74,paper,paper,0
418,6112f8813152bfcf243c9e75,rock,scissors,1
419,6112f8813152bfcf243c9e76,paper,rock,1
420,6112f8813152bfcf243c9e77,scissors,paper,1
421,6112f8813152bfcf243c9e78,rock,scissors,1
422,6112f8813152bfcf243c9e79,rock,rock,0
423,6112f8813152bfcf243c9e7a,paper,scissors,-1
424,6112f8813152bfcf243c9e7b,paper,scissors,-1
425,6112f8813152bfcf243c9e7c,paper,rock,1
426,6112f8813152bfcf243c9e7d,scissors,scissors,0
427,6112f8813152bfcf243c9e7e,scissors,rock,-1
428,6112f8813152bfcf243c9e7f,paper,paper,0
429,6112f8813152bfcf243c9e80,scissors,rock,-1
430,6112f8813152bfcf243c9e81,rock,scissors,1
431,6112f8813152bfcf243c9e82,paper,paper,0
432,6112f8813152bfcf243c9e83,scissors,rock,-1
433,6112f8813152bfcf243c9e84,scissors,scissors,0
434,6112f8813152bfcf243c9e85,scissors,scissors,0
435,6112f8813152bfcf243c9e86,rock,paper,-1
436,6112f8813152bfcf243c9e87,paper,rock,1
437,6112f8813152bfcf243c9e88,paper,paper,0
438,6112f8813152bfcf243c9e89,paper,scissors,-1
439,6112f8813152bfcf243c9e8a,paper,rock,1
440,6112f8813152bfcf243c9e8b,paper,rock,1
441,6112f8813152bfcf243c9e8c,paper,scissors,-1
442,6112f8813152bfcf243c9e8d,rock,scissors,1
443,6112f8813152bfcf243c9e8e,rock,rock,0
444,6112f8813152bfcf243c9e8f,paper,paper,0
445,6112f8813152bfcf243c9e90,scissors,rock,-1
446,6112f8813152bfcf243c9e91,scissors,paper,1
447,6112f8813152bfcf243c9e92,paper,paper,0
448,6112f8813152bfcf243c9e93,rock,scissors,1
449,6112f8813152bfcf243c9e94,rock,scissors,1
450,6112f8813152bfcf243c9e95,rock,paper,-1
451,6112f8813152bfcf243c9e96,scissors,rock,-1
452,6112f8813152bfcf243c9e97,paper,paper,0
453,6112f8813152bfcf243c9e98,scissors,rock,-1
454,6112f8813152bfcf243c9e99,paper,rock,1
455,6112f8813152bfcf243c9e9a,paper,rock,1
456,6112f8813152bfcf243c9e9b,scissors,paper,1
457,6112f8813152bfcf243c9e9c,rock,paper,-1
458,6112f8813152bfcf243c9e9d,paper,rock,1
459,6112f8813152bfcf243c9e9e,paper,rock,1
460,6112f8813152bfcf243c9e9f,scissors,paper,1
461,6112f8813152bfcf243c9ea0,paper,scissors,-1
462,6112f8813152bfcf243c9ea1,rock,rock,0
463,6112f8813152bfcf243c9ea2,paper,paper,0
464,6112f8813152bfcf243c9ea3,paper,paper,0
465,6112f8813152bfcf243c9ea4,paper,scissors,-1
466,6112f8813152bfcf243c9ea5,scissors,rock,-1
467,6112f8813152bfcf243c9ea6,paper,paper,0
468,6112f8813152bfcf243c9ea7,paper,paper,0
469,6112f8813152bfcf243c9ea8,paper,paper,0
470,6112f8813152bfcf243c9ea9,paper,paper,0
471,6112f8813152bfcf243c9eaa,paper,scissors,-1
472,6112f8813152bfcf243c9eab,scissors,paper,1
473,6112f8813152bfcf243c9eac,scissors,rock,-1
474,6112f8813152bfcf243c9ead,rock,scissors,1
475,6112f8813152bfcf243c9eae,rock,scissors,1
476,6112f8813152bfcf243c9eaf,rock,rock,0
477,6112f8813152bfcf243c9eb0,scissors,rock,-1
478,6112f8813152bfcf243c9eb1,scissors,paper,1
479,6112f8813152bfcf243c9eb2,rock,rock,0
480,6112f8813152bfcf243c9eb3,rock,paper,-1
481,6112f8813152bfcf243c9eb4,rock,scissors,1
482,6112f8813152bfcf243c9eb5,rock,paper,-1
483,6112f8813152bfcf243c9eb6,rock,rock,0
484,6112f8813152bfcf243c9eb7,rock,rock,0
485,6112f8813152bfcf243c9eb8,rock,rock,0
486,6112f8813152bfcf243c9eb9,scissors,paper,1
487,6112f8813152bfcf243c9eba,paper,rock,1
488,6112f8813152bfcf243c9ebb,scissors,rock,-1
489,6112f8813152bfcf243c9ebc,scissors,paper,1
490,6112f8813152bfcf243c9ebd,paper,paper,0
491,6112f8813152bfcf243c9ebe,paper,rock,1
492,6112f8813152bfcf243c9ebf,scissors,paper,1
493,6112f8813152bfcf243c9ec0,scissors,paper,1
494,6112f8813152bfcf243c9ec1,scissors,rock,-1
495,6112f8813152bfcf243c9ec2,rock,scissors,1
496,6112f8813152bfcf243c9ec3,rock,rock,0
497,6112f8813152bfcf243c9ec4,scissors,rock,-1
498,6112f8813152bfcf243c9ec5,scissors,rock,-1
499,6112f8813152bfcf243c9ec6,scissors,scissors,0
500,6112f8813152bfcf243c9ec7,paper,rock,1
501,6112f8813152bfcf243c9ec8,rock,rock,0
502,6112f8813152bfcf243c9ec9,paper,paper,0
503,6112f8813152bfcf243c9eca,rock,scissors,1
504,6112f8813152bfcf243c9ecb,rock,rock,0
505,6112f8813152bfcf243c9ecc,paper,rock,1
506,6112f8813152bfcf243c9ecd,rock,paper,-1
507,6112f8813152bfcf243c9ece,rock,paper,-1
